# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
137696668,1000000000,1
352879,1000000000,1
122653,1000000000,1
195085,1000000000,1
138454,1000000000,1
126533,1000000000,1
195045,1000000000,1
128844,1000000000,1
139633,1000000000,1
195924,1000000000,1
125663,1000000000,1
124622,1000000000,1
136704,1000000000,1
196005,1000000000,1
129273,1000000000,1
128394,1000000000,1
135893,1000000000,1
123583,1000000000,1
127172,1000000000,1
198165,1000000000,1
136603,1000000000,1
126873,1000000000,1
126204,1000000000,1
130254,1000000000,1
133624,1000000000,1
126344,1000000000,1
123944,1000000000,1
199706,1000000000,1
135214,1000000000,1
131623,1000000000,1
# Hoverboard test (1048576 1 800000000)
# time(ns),sleep_time(ns),repetitions
129888852,800000000,1
340108,800000000,1
125543,800000000,1
123623,800000000,1
132803,800000000,1
187804,800000000,1
123653,800000000,1
121232,800000000,1
132364,800000000,1
122274,800000000,1
194004,800000000,1
125813,800000000,1
132833,800000000,1
121403,800000000,1
124463,800000000,1
123392,800000000,1
131864,800000000,1
185784,800000000,1
122932,800000000,1
121642,800000000,1
133714,800000000,1
122153,800000000,1
123153,800000000,1
121202,800000000,1
131584,800000000,1
122083,800000000,1
189486,800000000,1
120783,800000000,1
132732,800000000,1
122742,800000000,1
# Hoverboard test (1048576 1 600000000)
# time(ns),sleep_time(ns),repetitions
136220598,600000000,1
145353,600000000,1
190735,600000000,1
124644,600000000,1
133222,600000000,1
125863,600000000,1
199206,600000000,1
129473,600000000,1
135532,600000000,1
123453,600000000,1
122033,600000000,1
191984,600000000,1
131224,600000000,1
120403,600000000,1
121243,600000000,1
123152,600000000,1
129804,600000000,1
126062,600000000,1
198915,600000000,1
123073,600000000,1
131432,600000000,1
122913,600000000,1
124212,600000000,1
125942,600000000,1
129723,600000000,1
125354,600000000,1
181435,600000000,1
123873,600000000,1
129184,600000000,1
122113,600000000,1
# Hoverboard test (1048576 1 400000000)
# time(ns),sleep_time(ns),repetitions
137354468,400000000,1
149604,400000000,1
188095,400000000,1
119964,400000000,1
130924,400000000,1
123783,400000000,1
122402,400000000,1
120542,400000000,1
184185,400000000,1
121752,400000000,1
121422,400000000,1
125752,400000000,1
129663,400000000,1
120903,400000000,1
122012,400000000,1
121742,400000000,1
190404,400000000,1
122603,400000000,1
121464,400000000,1
122233,400000000,1
128503,400000000,1
122852,400000000,1
120403,400000000,1
121703,400000000,1
129664,400000000,1
123834,400000000,1
186185,400000000,1
123004,400000000,1
130353,400000000,1
125133,400000000,1
# Hoverboard test (1048576 1 200000000)
# time(ns),sleep_time(ns),repetitions
135921620,200000000,1
146475,200000000,1
116683,200000000,1
193424,200000000,1
130342,200000000,1
119543,200000000,1
122133,200000000,1
123423,200000000,1
129103,200000000,1
121043,200000000,1
121582,200000000,1
120844,200000000,1
128203,200000000,1
182394,200000000,1
119554,200000000,1
122812,200000000,1
130582,200000000,1
122102,200000000,1
121264,200000000,1
119083,200000000,1
129194,200000000,1
120624,200000000,1
117883,200000000,1
119912,200000000,1
128403,200000000,1
123763,200000000,1
179474,200000000,1
120234,200000000,1
132773,200000000,1
119283,200000000,1
# Hoverboard test (1048576 1 0)
# time(ns),sleep_time(ns),repetitions
136718232,0,1
115362,0,1
101553,0,1
100432,0,1
99542,0,1
99091,0,1
101792,0,1
100943,0,1
